Symbol,Name,Address,Sector,Industry,Full Time Employees,Description,Total ESG Risk score,Environment Risk Score,Governance Risk Score,Social Risk Score,Controversy Level,Controversy Score,ESG Risk Percentile,ESG Risk Level
FTRE,Fortrea Holdings Inc,"8 Moore Drive
Durham, NC 27709
United States
877-495-0816
",Healthcare,Biotechnology,"19,000","Fortrea Holdings Inc. provides clinical development and patient access solutions to the life sciences industry. It offers phase I-IV clinical trial management, clinical pharmacology, differentiated technology enabled trial solutions, and post approval services. The company serves pharmaceutical, biotechnology, and medical device organizations. Fortrea Holdings Inc. is based in Durham, North Carolina.",,,,,,,,
FTV,Fortive Corp,"6920 Seaway Boulevard
Everett, WA 98203
United States
425 446 5000
https://www.fortive.com",Technology,Scientific & Technical Instruments,"18,000","Fortive Corporation designs, develops, manufactures, markets, and services professional and engineered products, software, and services worldwide. Intelligent Operating Solutions segment provides advanced instrumentation, software and services, which includes electrical test and measurement, facility and asset lifecycle software applications, and worker safety and compliance solutions for manufacturing, process industries, healthcare, utilities and power, communications and electronics, and other industries. Additionally, it markets its products and services under the ACCRUENT, FLUKE, GORDIAN, INDUSTRIAL SCIENTIFIC, INTELEX, PRUFTECHNIK, and SERVICECHANNEL brands. Its Precision Technologies segment provides electrical test & measurement, sensing and material technologies under the ANDERSON-NEGELE, GEMS, SETRA, HENGSTLER-DYNAPAR, QUALITROL, PACIFIC SCIENTIFIC, KEITHLEY, and TEKTRONIX brands for industrial, power and energy, automotive, medical equipment, food and beverage, aerospace and defense, semiconductor, and other general industries. Advanced Healthcare Solutions segment offers critical workflow solutions including instrument sterilization, instrument tracking, design and manufacture of cell therapy equipment, biomedical test tools, radiation detection and safety monitoring, and end-to-end clinical productivity software and solutions under the ASP, CENSIS, CENSITRAC, EVOTECH, FLUKE BIOMEDICAL, INVETECH, LANDAUER, PROVATION, RAYSAFE, and STERRAD brands. The company was incorporated in 2015 and is headquartered in Everett, Washington.",35,16,5,14,Low,1,80th percentile,Severe
GD,General Dynamics Corp,"11011 Sunset Hills Road
Reston, VA 20190
United States
703 876 3000
https://www.gd.com",Industrials,Aerospace & Defense,"106,500","General Dynamics Corporation operates as an aerospace and defense company worldwide. It operates through four segments: Aerospace, Marine Systems, Combat Systems, and Technologies. The Aerospace segment produces and sells business jets; and offers aircraft maintenance and repair, management, aircraft-on-ground support and completion, charter, staffing, and fixed-base operator services. The Marine Systems segment designs and builds nuclear-powered submarines, surface combatants, and auxiliary ships for the United States Navy and Jones Act ships for commercial customers, as well as builds crude oil and product tankers, and container and cargo ships; provides maintenance, modernization, and lifecycle support services for navy ships; offers and program management, planning, engineering, and design support services for submarine construction programs. The Combat Systems segment manufactures land combat solutions, such as wheeled and tracked combat vehicles, Stryker wheeled combat vehicles, piranha vehicles, weapons systems, munitions, mobile bridge systems with payloads, tactical vehicles, main battle tanks, armored vehicles, and armaments; and offers modernization programs, engineering, support, and sustainment services. The Technologies segment provides information technology solutions and mission support services; mobile communication, computers, and command-and-control mission systems; intelligence, surveillance, and reconnaissance solutions to military, intelligence, and federal civilian customers; cloud computing, artificial intelligence; machine learning; big data analytics; development, security, and operations; and unmanned undersea vehicle manufacturing and assembly services. The company was founded in 1899 and is headquartered in Reston, Virginia.",35,8.5,6.9,19.5,Significant,3,78th percentile,High
GE,General Electric Co,"5 Necco Street
Boston, MA 02210
United States
617 443 3000
https://www.ge.com",Industrials,Specialty Industrial Machinery,"172,000","General Electric Company operates as a high-tech industrial company in Europe, China, Asia, the Americas, the Middle East, and Africa. It offers gas and steam turbines, full balance of plant, upgrade, and service solutions, as well as data-leveraging software for power generation, industrial, government, and other customers. The company also provides various solutions for its customers through combining onshore and offshore wind, blade manufacturing, grid solutions, hydro, storage, hybrid renewables, and digital services offerings. In addition, it designs and produces commercial and military aircraft engines, integrated engine components, electric power, and mechanical aircraft systems; and provides aftermarket services. Further, it provides healthcare technologies to developed and emerging markets in medical imaging, digital solutions, patient monitoring and diagnostics, and drug discovery and performance improvement solutions that are the building blocks of precision health to hospitals and medical facilities. Additionally, the company engages in the provision of various financial solutions; and management of run-off insurance operations, which provides life and health insurance and reinsurance products, as well as grid management software. General Electric Company was incorporated in 1892 and is headquartered in Boston, Massachusetts.",41,14.1,11.6,15,Significant,3,90th percentile,Severe
GEHC,Ge Healthcare Technology,"500 West Monroe Street
Chicago, IL 60661
United States
617 443 3400
https://www.gehealthcare.com",Healthcare,Health Information Services,"50,000","GE HealthCare Technologies Inc. engages in the development, manufacture, and marketing of products, services, and complementary digital solutions used in the diagnosis, treatment, and monitoring of patients in the United States, Canada, Europe, the Middle East, Africa, China, Taiwan, Mongolia, Hong Kong, and internationally. The company operates through four segments: Imaging, Ultrasound, Patient Care Solutions, and Pharmaceutical Diagnostics. The Imaging segment offers molecular imaging, computed tomography (CT) scanning, magnetic resonance (MR) imaging, image-guided therapy, and X-ray systems, as well as women's health products. The Ultrasound segment provides screening, diagnosis, treatment, and monitoring of certain diseases through radiology and primary care, women's health, cardiovascular, and point of care and handheld ultrasound solutions, as well as surgical visualization and guidance products. The Patient Care Solutions segment involved in the provision of medical devices, consumable products, services, and digital solutions through patient monitoring, anesthesia delivery and respiratory care, diagnostic cardiology, and maternal infant care products. The Pharmaceutical Diagnostics supplies diagnostic agents, including CT, angiography and X-ray, MR, single-photon emission computed tomography, positron emission tomography, and ultrasound to the radiology and nuclear medicine industry. The segment also provides contrast media pharmaceuticals, administered to a patient prior to certain diagnostic scans to increase the visibility of tissues or structures during imaging exams; and molecular imaging agents, or radiopharmaceuticals, which are molecular tracers labeled with radioisotopes that are injected into a patient prior to a diagnostic imaging scan. The company was incorporated in 2022 and is headquartered in Chicago, Illinois.",,,,,,,,
GEN,Gen Digital Inc,"60 East Rio Salado Parkway
Suite 1000
Tempe, AZ 85281
United States
650 527 8000
https://www.gendigital.com",Technology,Software—Infrastructure,"3,700","Gen Digital Inc. provides cyber safety solutions for consumers in the United States, Canada, Latin America, Europe, the Middle East, Africa, the Asia Pacific, and Japan. It offers security and performance products comprising that provide real-time protection for PCs, Macs and mobile devices against malware, viruses, adware, and other online threats; and Norton and LifeLock identity theft protection solution that offers monitoring, alerts, and restoration services to its customers. The company also provides Dark Web Monitoring product, which looks for personal information of its members on the Dark Web; Avast Secure Identity that provides advanced identity protection including credit monitoring and alerts; LifeLock Home Title Protect that detects fraud and notifies members; and Norton Social Media Monitoring that help keep customers' social media accounts safer by monitoring them for account takeovers, risky activity, and inappropriate content. In addition, it offers Norton Secure VPN solution, which enhances security and online privacy by providing an encrypted data tunnel; Privacy Monitor Assistant, an on-demand, white glove service where agents help members delete personal information from data brokers online; Avira Security, a consumer-focused portfolio of cybersecurity and privacy solutions; AntiTrack product, which helps to keep personal information and browsing activity private by blocking trackers and disguising digital fingerprints online; and Online Reputation Management solution that manages online search results, personal branding, and digital privacy. It markets and sells its products and related services through retailers, telecom service providers, hardware original equipment manufacturers, and employee benefit providers, as well as e-commerce platform. The company was formerly known as NortonLifeLock Inc. and changed its name to Gen Digital Inc. in November 2022. Gen Digital Inc. was founded in 1982 and is based in Tempe, Arizona.",15,0.7,4.8,9.5,Moderate,2,10th percentile,Low
GILD,Gilead Sciences Inc,"333 Lakeside Drive
Foster City, CA 94404
United States
650 574 3000
https://www.gilead.com",Healthcare,Drug Manufacturers—General,"17,000","Gilead Sciences, Inc., a biopharmaceutical company, discovers, develops, and commercializes medicines in the areas of unmet medical need in the United States, Europe, and internationally. The company provides Biktarvy, Genvoya, Descovy, Odefsey, Truvada, Complera/ Eviplera, Stribild, and Atripla products for the treatment of HIV/AIDS; Veklury, an injection for intravenous use, for the treatment of coronavirus disease 2019; and Epclusa, Harvoni, Vosevi, Vemlidy, and Viread for the treatment of viral hepatitis. It also offers Yescarta, Tecartus, Trodelvy, and Zydelig products for the treatment of oncology; Letairis, an oral formulation for the treatment of pulmonary arterial hypertension; and AmBisome, a liposomal formulation for the treatment of serious invasive fungal infections. Gilead Sciences, Inc. has collaboration agreements with Arcus Biosciences, Inc.; Merck & Co, Inc.; Pionyr Immunotherapeutics Inc.; Tizona Therapeutics, Inc.; Tango Therapeutics, Inc.; Jounce Therapeutics, Inc.; Galapagos NV; Janssen Sciences Ireland Unlimited Company; Japan Tobacco, Inc.; Dragonfly Therapeutics, Inc.; Merck & Co, Inc. and Tentarix Biotherapeutics Inc. The company was incorporated in 1987 and is headquartered in Foster City, California.",22,0,8,14,Moderate,2,33rd percentile,Medium
GIS,General Mills Inc,"Number One General Mills Boulevard
Minneapolis, MN 55426
United States
763 764 7600
https://www.generalmills.com",Consumer Defensive,Packaged Foods,"34,000","General Mills, Inc. manufactures and markets branded consumer foods worldwide. The company operates through four segments: North America Retail; International; Pet; and North America Foodservice. It offers grain, ready-to-eat cereals, refrigerated yogurt, soup, meal kits, refrigerated and frozen dough products, dessert and baking mixes, bakery flour, frozen pizza and pizza snacks, snack bars, fruit and salty snacks, ice cream and frozen desserts, nutrition bars, and savory snacks, as well as various organic products, including frozen and shelf-stable vegetables. It also manufactures and markets pet food products, including dog and cat food. The company markets its products under the Annie's, Betty Crocker, Bisquick, Blue Buffalo, Blue Basics, Blue Freedom, Bugles, Cascadian Farm, Cheerios, Chex, Cinnamon Toast Crunch, Cocoa Puffs, Cookie Crisp, EPIC, Fiber One, Fruit by the Foot, Fruit Gushers, Fruit Roll-Ups, Gardetto's, Go-Gurt, Gold Medal, Golden Grahams, Häagen-Dazs, Kitano, Kix, Lärabar, Latina, Lucky Charms, Muir Glen, Nature Valley, Nudges, Oatmeal Crisp, Old El Paso, Pillsbury, Progresso, Raisin Nut Bran, Total, Top Chews Naturals, Totino's, Trix, True Chews, Wanchai Ferry, Wheaties, Wilderness, Yoki, Reese's Puffs, Green Giant, and Yoplait trademarks. It sells its products directly, as well as through broker and distribution arrangements to grocery stores, mass merchandisers, membership stores, natural food chains, e-commerce retailers, commercial and noncommercial foodservice distributors and operators, restaurants, convenience stores, and pet specialty stores, as well as drug, dollar, and discount chains. In addition, the company operates ice cream parlors. General Mills, Inc. was founded in 1866 and is headquartered in Minneapolis, Minnesota.",22,8,4,9,Moderate,2,31st percentile,
GL,Globe Life Inc,"3700 South Stonebridge Drive
McKinney, TX 75070
United States
972 569 4000
https://www.globelifeinsurance.com",Financial Services,Insurance—Life,"3,543","Globe Life Inc., through its subsidiaries, provides various life and supplemental health insurance products, and annuities to lower middle to middle income households in the United States. The company operates through four segments: Life Insurance, Supplemental Health Insurance, Annuities, and Investments. It offers whole, term, and other life insurance products; Medicare supplement and supplemental health insurance products, such as critical illness and accident plans; and single-premium and flexible-premium deferred annuities. The company was formerly known as Torchmark Corporation and changed its name to Globe Life Inc. in August 2019. Globe Life Inc. was incorporated in 1979 and is headquartered in McKinney, Texas.",20,2,11,8,Low,1,27th percentile,
GLW,Corning Inc,"One Riverfront Plaza
Corning, NY 14831
United States
607 974 9000
https://www.corning.com",Technology,Electronic Components,"57,500","Corning Incorporated engages in the display technologies, optical communications, environmental technologies, specialty materials, and life sciences businesses worldwide. The company's Display Technologies segment offers glass substrates for flat panel displays, including liquid crystal displays and organic light-emitting diodes that are used in televisions, notebook computers, desktop monitors, tablets, and handheld devices. Its Optical Communications segment provides optical fibers and cables; and hardware and equipment products, such as cable assemblies, fiber optic hardware and connectors, optical components and couplers, closures, network interface devices, and other accessories for the telecommunications industry, businesses, governments, and individuals. The company's Specialty Materials segment manufactures products that offer material formulations for glass, glass ceramics, crystals, precision metrology instruments, and software, as well as glass wafers and substrates, tinted sunglasses, and radiation shielding products for various markets comprising mobile consumer electronics, semiconductor equipment optics and consumables, aerospace and defense optics, radiation shielding products, sunglasses, and telecommunications components. Its Environmental Technologies segment provides ceramic substrates and filter products for emissions control in mobile, gasoline, and diesel applications. The company's Life Sciences segment offers laboratory products, including consumables, such as plastic vessels, liquid handling plastics, specialty surfaces, cell culture media, and serum, as well as general labware, and glassware and equipment under the Corning, Falcon, Pyrex, and Axygen brands. Corning Incorporated was formerly known as Corning Glass Works and changed its name to Corning Incorporated in April 1989. The company was founded in 1851 and is headquartered in Corning, New York.",19,7,7,5,Moderate,2,24th percentile,Negligible
GM,General Motors Co,"300 Renaissance Center
Detroit, MI 48265-3000
United States
313 667 1500
https://www.gm.com",Consumer Cyclical,Auto Manufacturers,"167,000","General Motors Company designs, builds, and sells trucks, crossovers, cars, and automobile parts; and provide software-enabled services and subscriptions worldwide. The company operates through GM North America, GM International, Cruise, and GM Financial segments. It markets its vehicles primarily under the Buick, Cadillac, Chevrolet, GMC, Baojun, and Wuling brand names. The company also sells trucks, crossovers, cars, and automobile parts through retail dealers, and distributors and dealers, as well as to fleet customers, including daily rental car companies, commercial fleet customers, leasing companies, and governments. In addition, it offers range of after-sale services through dealer network, such as maintenance, light repairs, collision repairs, vehicle accessories, and extended service warranties; and safety and security services for retail and fleet customers, including automatic crash response, emergency services, roadside assistance, crisis assist, stolen vehicle assistance, and turn-by-turn navigation. Further, the company provides connected services comprising mobile applications for owners to remotely control their vehicles and electric vehicle owners to locate charging stations, on-demand vehicle diagnostics, GM Smart Driver, Amazon Alexa in-vehicle voice, Google's Voice Assistant, navigation and app ecosystem, connected navigation, SiriusXM with 360L, and 4G LTE wireless connectivity. Additionally, the company provides automotive financing and insurance services; and software-enabled services and subscriptions. General Motors Company was founded in 1908 and is headquartered in Detroit, Michigan.",31,10.3,7.7,12.9,High,4,66th percentile,High
GNRC,Generac Holdings Inc,"S45 W29290 Highway 59
Waukesha, WI 53189
United States
262 544 4811
https://www.generac.com",Industrials,Specialty Industrial Machinery,"9,160","Generac Holdings Inc. designs, manufactures, and sells power generation equipment, energy storage systems, energy management devices and solutions, and other power products for the residential, light commercial, and industrial markets worldwide. The company offers residential automatic standby generators, automatic transfer switch, air-cooled engine residential standby generators, and liquid-cooled engine generators; residential storage solution consists of a system of batteries, an inverter, photovoltaic optimizers, power electronic controls, and other components; Mobile Link, a remote monitoring system for home standby generators; smart home solutions, such as smart thermostats and a suite of home monitoring products; smart water heater controllers; residential clean energy solutions; and portable and inverter generators; outdoor power equipment, including trimmers, field and brush mowers, log splitters, stump grinders, chipper shredders, lawn and leaf vacuums, and pressure washers and water pumps; and battery-powered turf care products. It also provides commercial and industrial products comprising cleaner-burning natural gas fueled generators; light-commercial standby generators and related transfer switches; stationary generators and related transfer switches; single-engine industrial generators; industrial standby generators; industrial transfer switches; light towers, mobile generators, and mobile energy storage systems; and aftermarket service parts and product accessories. The company distributes its products through independent residential dealers, industrial distributors and dealers, national and regional retailers, e-commerce partners, electrical, HVAC and solar wholesalers, catalogs, equipment rental companies and distributors, and solar installers; and directly to end users. The company was founded in 1959 and is headquartered in Waukesha, Wisconsin.",,,,,,,,
GOOG,Alphabet Inc Cl C,"1600 Amphitheatre Parkway
Mountain View, CA 94043
United States
650 253 0000
https://www.abc.xyz",Communication Services,Internet Content & Information,"181,798","Alphabet Inc. offers various products and platforms in the United States, Europe, the Middle East, Africa, the Asia-Pacific, Canada, and Latin America. It operates through Google Services, Google Cloud, and Other Bets segments. The Google Services segment provides products and services, including ads, Android, Chrome, hardware, Gmail, Google Drive, Google Maps, Google Photos, Google Play, Search, and YouTube. It is also involved in the sale of apps and in-app purchases and digital content in the Google Play store; and Fitbit wearable devices, Google Nest home products, Pixel phones, and other devices, as well as in the provision of YouTube non-advertising services. The Google Cloud segment offers infrastructure, cybersecurity, data, analytics, AI, and machine learning, and other services; Google Workspace that include cloud-based collaboration tools for enterprises, such as Gmail, Docs, Drive, Calendar, and Meet; and other services for enterprise customers. The Other Bets segment sells health technology and internet services. The company was founded in 1998 and is headquartered in Mountain View, California.",,,,,,,,
GOOGL,Alphabet Inc Cl A,"1600 Amphitheatre Parkway
Mountain View, CA 94043
United States
650 253 0000
https://www.abc.xyz",Communication Services,Internet Content & Information,"181,798","Alphabet Inc. offers various products and platforms in the United States, Europe, the Middle East, Africa, the Asia-Pacific, Canada, and Latin America. It operates through Google Services, Google Cloud, and Other Bets segments. The Google Services segment provides products and services, including ads, Android, Chrome, hardware, Gmail, Google Drive, Google Maps, Google Photos, Google Play, Search, and YouTube. It is also involved in the sale of apps and in-app purchases and digital content in the Google Play store; and Fitbit wearable devices, Google Nest home products, Pixel phones, and other devices, as well as in the provision of YouTube non-advertising services. The Google Cloud segment offers infrastructure, cybersecurity, data, analytics, AI, and machine learning, and other services; Google Workspace that include cloud-based collaboration tools for enterprises, such as Gmail, Docs, Drive, Calendar, and Meet; and other services for enterprise customers. The Other Bets segment sells health technology and internet services. The company was founded in 1998 and is headquartered in Mountain View, California.",24,1.7,11.4,11.1,High,4,41st percentile,Medium
GPC,Genuine Parts Co,"2999 Wildwood Parkway
Atlanta, GA 30339
United States
678 934 5000
https://www.genpt.com",Consumer Cyclical,Specialty Retail,"58,000","Genuine Parts Company distributes automotive replacement parts, and industrial parts and materials. It operates through Automotive Parts Group and Industrial Parts Group segments. The company distributes automotive replacement parts for hybrid and electric vehicles, trucks, SUVs, buses, motorcycles, recreational vehicles, farm vehicles, small engines, farm equipment, marine equipment, and heavy duty equipment; and accessory and supply items used by various automotive aftermarket customers, such as repair shops, service stations, fleet operators, automobile and truck dealers, leasing companies, bus and truck lines, mass merchandisers, farms, and individuals. It also distributes industrial replacement parts and related supplies, such as bearings, mechanical and electrical power transmission products, industrial automation and robotics, hoses, hydraulic and pneumatic components, industrial and safety supplies, and material handling products for original equipment manufacturer, as well as maintenance, repair, and operation customers in equipment and machinery, food and beverage, forest product, primary metal, pulp and paper, mining, automotive, oil and gas, petrochemical, pharmaceutical, power generation, alternative energy, government, transportation, ports, and other industries. In addition, the company provides various services and repairs comprising gearbox and fluid power and process pump assembly and repair, hydraulic drive shaft repair, electrical panel assembly and repair, hose and gasket manufacture and assembly. It operates in the United States, Canada, France, the United Kingdom, Ireland, Germany, Poland, the Netherlands, Belgium, Spain, Portugal, Australia, New Zealand, Mexico, Indonesia, and Singapore. Genuine Parts Company was incorporated in 1928 and is headquartered in Atlanta, Georgia.",13,4,4,5,Moderate,2,6th percentile,Negligible
GPN,Global Payments Inc,"3550 Lenox Road
Atlanta, GA 30326
United States
770 829 8000
https://www.globalpayments.com",Industrials,Specialty Business Services,"25,000","Global Payments Inc. provides payment technology and software solutions for card, check, and digital-based payments in the Americas, Europe, and the Asia-Pacific. It operates through three segments: Merchant Solutions, Issuer Solutions, and Consumer Solutions. The Merchant Solutions segment offers authorization, settlement and funding, customer support, chargeback resolution, terminal rental, sales and deployment, payment security, and consolidated billing and reporting services. This segment also provides an array of enterprise software solutions that streamline business operations of its customers in various vertical markets; and value-added solutions and services, such as point-of-sale software, analytics and customer engagement, human capital management, and payroll. The Issuer Solutions segment offers solutions that enable financial institutions and retailers to manage their card portfolios through a platform; and commercial payments, and account payables and electronic payment alternatives solutions for businesses and governments. The Consumer Solutions segment provides general purpose reloadable prepaid debit and payroll cards, demand deposit accounts, and other financial service solutions to the underbanked and other consumers, and businesses under the Netspend and other brands. It markets its products and services through direct sales force, trade associations, agent and enterprise software providers, referral arrangements with value-added resellers, and independent sales organizations. The company was founded in 1967 and is headquartered in Atlanta, Georgia.",19,1.3,6.8,11,Low,1,23rd percentile,Low
GRMN,Garmin Ltd,"MUehlentalstrasse 2
Schaffhausen 8200
Switzerland
41 52 630 1600
https://www.garmin.com",Technology,Scientific & Technical Instruments,"19,700","Garmin Ltd. designs, develops, manufactures, markets, and distributes a range of wireless devices in the Americas, the Asia Pacific, Australian Continent, Europe, the Middle East, and Africa. Its Fitness segment offers running and multi-sport watches; cycling products; activity tracking and smartwatch devices; fitness and cycling accessories. This segment also provides Garmin Connect and Garmin Connect Mobile, which are web and mobile platforms; and Connect IQ, an application development platform. The company's Outdoor segment offers adventure watches, outdoor handhelds, golf devices and mobile apps, and dog tracking and training devices. Its Aviation segment designs, manufactures, and markets various aircraft avionics solutions comprising integrated flight decks, electronic flight displays and instrumentation, navigation and communication products, automatic flight control systems and safety-enhancing technologies, audio control systems, engine indication systems, traffic awareness and avoidance solutions, ADS-B and transponder solutions, weather information and avoidance solutions, datalink and connectivity solutions, portable GPS navigators and wearables, and various services products. The company's Marine segment provides chartplotters and multi-function displays, cartography products, fishfinders, sonar products, autopilot systems, radars, compliant instrument displays and sensors, VHF communication radios, handhelds and wearable devices, sailing products, entertainment, digital switching products, and trolling motors. Its Auto segment offers embedded domain controllers and infotainment systems; personal navigation devices; and cameras. The company sells its products through independent retailers, dealers, distributors, installation and repair shops, and original equipment manufacturers, as well as an online webshop, garmin.com. Garmin Ltd. was founded in 1989 and is based in Schaffhausen, Switzerland.",19,5.4,5.3,7.9,Moderate,2,21st percentile,Low
GS,Goldman Sachs Group Inc,"200 West Street
New York, NY 10282
United States
212 902 1000
https://www.goldmansachs.com",Financial Services,Capital Markets,"44,600","The Goldman Sachs Group, Inc., a financial institution, provides a range of financial services for corporations, financial institutions, governments, and individuals worldwide. It operates through Global Banking & Markets, Asset & Wealth Management, and Platform Solutions segments. The Global Banking & Markets segment provides financial advisory services, including strategic advisory assignments related to mergers and acquisitions, divestitures, corporate defense activities, restructurings, and spin-offs; and relationship lending, and acquisition financing, as well as secured lending, through structured credit and asset-backed lending and involved in resale agreements. This segment also offers client execution activities for cash and derivative instruments; credit and interest rate products; and provision of mortgages, currencies, commodities, and equities related products, as well as underwriting services. The Asset & Wealth Management segment manages assets across various classes, including equity, fixed income, hedge funds, credit funds, private equity, real estate, currencies, and commodities; and provides customized investment advisory solutions, wealth advisory services, personalized financial planning, and private banking services, as well as invests in corporate equity, credit, real estate, and infrastructure assets. The Platform Solutions segment offers credit cards and point-of-sale financing for purchase of goods or services. This segment also provides cash management services, such as deposit-taking and payment solutions for corporate and institutional clients. The Goldman Sachs Group, Inc. was founded in 1869 and is headquartered in New York, New York.",26,1.3,12.2,12.7,Significant,3,49th percentile,Medium
GWW,Ww Grainger Inc,"100 Grainger Parkway
Lake Forest, IL 60045-5201
United States
847 535 1000
https://www.grainger.com",Industrials,Industrial Distribution,"23,000","W.W. Grainger, Inc. distributes maintenance, repair, and operating products and services in the United States, Japan, Canada, the United Kingdom, and internationally. The company operates through two segments, High-Touch Solutions N.A. and Endless Assortment. The company provides safety and security supplies, material handling and storage equipment, pumps and plumbing equipment, cleaning and maintenance supplies, and metalworking and hand tools. It also offers technical support and inventory management services. The company serves businesses, corporations, government entities, and other institutions through sales and service representatives, and electronic and ecommerce channels. W.W. Grainger, Inc. was founded in 1927 and is headquartered in Lake Forest, Illinois.",15,3.4,5.7,5.5,Low,1,9th percentile,Low
HAL,Halliburton Co,"3000 North Sam Houston Parkway East
Houston, TX 77032
United States
281 871 2699
https://www.halliburton.com",Energy,Oil & Gas Equipment & Services,"47,000","Halliburton Company provides products and services to the energy industry worldwide. It operates in two segments, Completion and Production, and Drilling and Evaluation. The Completion and Production segment offers production enhancement services that include stimulation and sand control services; cementing services, such as well bonding and casing, and casing equipment; completion tools that offer downhole solutions and services, including well completion products and services, intelligent well completions, and service tools, as well as liner hanger, sand control, and multilateral systems; production solutions comprising coiled tubing, hydraulic workover units, downhole tools, and pumping and nitrogen services; and pipeline and process services, such as pre-commissioning, commissioning, maintenance, and decommissioning. This segment also provides electrical submersible pumps, as well as artificial lift services. The Drilling and Evaluation segment offers drilling fluid systems, performance additives, completion fluids, solids control, specialized testing equipment, and waste management services; oilfield completion, production, and downstream water and process treatment chemicals and services; drilling systems and services; wireline and perforating services consists of open-hole logging, and cased-hole and slickline; and drill bits and services comprising roller cone rock bits, fixed cutter bits, hole enlargement, and related downhole tools and services, as well as coring equipment and services. This segment also provides cloud based digital services and artificial intelligence solutions on an open architecture for subsurface insights, integrated well construction, and reservoir and production management; testing and subsea services, such as acquisition and analysis of reservoir information and optimization solutions; and project management and integrated asset management services. Halliburton Company was founded in 1919 and is based in Houston, Texas.",24,8.9,6.3,8.6,Moderate,2,39th percentile,Medium
HAS,Hasbro Inc,"1027 Newport Avenue
Pawtucket, RI 02861-1059
United States
401 431 8697
https://www.hasbro.com",Consumer Cyclical,Leisure,"6,490","Hasbro, Inc., together with its subsidiaries, operates as a play and entertainment company in the United States and internationally. The company operates through Consumer Products, Wizards of the Coast and Digital Gaming, and Entertainment segments. The Consumer Products segment engages in the sourcing, marketing, and sale of toy and game products. This segment also promotes its brands through the out-licensing of trademarks, characters, and other brand and intellectual property rights to third parties through the sale of branded consumer products, such as toys and apparels. Its toys and games include action figures, arts and crafts and creative play products, fashion and other dolls, play sets, preschool toys, plush products, sports action blasters and accessories, vehicles and toy-related specialty products, games, and other consumer products; and licensed products, such as apparels, publishing products, home goods and electronics, and toy products. The Wizards of the Coast and Digital Gaming segment engages in the promotion of its brands through the development of trading card, role-playing, and digital game experiences based on Hasbro and Wizards of the Coast games. The Entertainment segment engages in the development, acquisition, production, distribution, and sale of world-class entertainment content, including film, scripted and unscripted television, family programming, digital content, and live entertainment. The company sells its products to retailers, distributors, wholesalers, discount stores, drug stores, mail order houses, catalog stores, department stores, and other traditional retailers, as well as ecommerce retailers; and directly to customer through Hasbro PULSE e-commerce website. The company was founded in 1923 and is headquartered in Pawtucket, Rhode Island.",7,0,4,3,Moderate,2,1st percentile,
HBAN,Huntington Bancshares Inc,"Huntington Center
41 South High Street
Columbus, OH 43287
United States
614 480 2265
https://www.huntington.com",Financial Services,Banks—Regional,"20,198","Huntington Bancshares Incorporated operates as the bank holding company for The Huntington National Bank that provides commercial, consumer, and mortgage banking services in the United States. The company operates through four segments: Consumer and Business Banking; Commercial Banking; Vehicle Finance; and Regional Banking and The Huntington Private Client Group (RBHPCG). The Consumer and Business Banking segment offers financial products and services, such as checking accounts, savings accounts, money market accounts, certificates of deposit, credit cards, and consumer and small business loans, as well as investment products. This segment also provides mortgages, insurance, interest rate risk protection, foreign exchange, automated teller machine, and treasury management services, as well as online, mobile, and telephone banking services. It serves consumer and small business customers. The Commercial Banking segment offers regional commercial banking solutions for middle market businesses, government and public sector entities, and commercial real estate developers/REITs; and specialty banking solutions for healthcare, technology and telecommunications, franchise finance, sponsor finance, and global services industries. It also provides asset finance services; capital raising solutions, sales and trading, and corporate risk management products; institutional banking services; and treasury management services. The Vehicle Finance segment provides financing to consumers for the purchase of automobiles, light-duty trucks, recreational vehicles, and marine craft at franchised and other select dealerships, as well as to franchised dealerships for the acquisition of new and used inventory. The RBHPCG segment offers private banking, wealth and investment management, and retirement plan services. Huntington Bancshares Incorporated was founded in 1866 and is headquartered in Columbus, Ohio.",20,2,7.6,10.8,Moderate,2,27th percentile,Medium
HCA,Hca Healthcare Inc,"One Park Plaza
Nashville, TN 37203
United States
615 344 9551
https://www.hcahealthcare.com",Healthcare,Medical Care Facilities,"207,000","HCA Healthcare, Inc., through its subsidiaries, provides health care services in the United States. It operates general and acute care hospitals that offers medical and surgical services, including inpatient care, intensive care, cardiac care, diagnostic, and emergency services; and outpatient services, such as outpatient surgery, laboratory, radiology, respiratory therapy, cardiology, and physical therapy. The company also operates outpatient health care facilities consisting of freestanding ambulatory surgery centers, freestanding emergency care facilities, urgent care facilities, walk-in clinics, diagnostic and imaging centers, rehabilitation and physical therapy centers, radiation and oncology therapy centers, physician practices, and various other facilities. In addition, it operates psychiatric hospitals, which provide therapeutic programs comprising child, adolescent and adult psychiatric care, adolescent and adult alcohol, drug abuse treatment, and counseling services. The company was formerly known as HCA Holdings, Inc. HCA Healthcare, Inc. was founded in 1968 and is headquartered in Nashville, Tennessee.",28,3.5,7.4,17.3,Moderate,2,57th percentile,Medium
